 cattivin ( VERB ) 
 cristiano-democraticissima ( ADJECTIVE ) 
 cristiano-democraticissime ( ADJECTIVE ) 
 cristiano-democraticissimi ( ADJECTIVE ) 
 cristiano-democraticissimo ( ADJECTIVE ) 
 cristiano-democratico ( ADJECTIVE ) 
 cristiano-ortodossa ( ADJECTIVE ) 
 cristiano-ortodosse ( ADJECTIVE ) 
 cristiano-ortodossi ( ADJECTIVE ) 
 cristiano-ortodossissima ( ADJECTIVE ) 
 cristiano-ortodossissime ( ADJECTIVE ) 
 cristiano-ortodossissimi ( ADJECTIVE ) 
 cristiano-ortodossissimo ( ADJECTIVE ) 
 cristiano-ortodosso ( ADJECTIVE ) 
 cristiano-popolare ( ADJECTIVE ) 
 cristiano-popolari ( ADJECTIVE ) 
 cristiano-popolarissima ( ADJECTIVE ) 
 cristiano-popolarissime ( ADJECTIVE ) 
 cristiano-popolarissimi ( ADJECTIVE ) 
 cristiano-popolarissimo ( ADJECTIVE ) 
 cristiano-sociale ( ADJECTIVE ) 
 cristiano-sociali ( ADJECTIVE ) 
 cristiano-socialissima ( ADJECTIVE ) 
 cristiano-socialissime ( ADJECTIVE ) 
 cristiano-socialissimi ( ADJECTIVE ) 
 cristiano-socialissimo ( ADJECTIVE ) 
 cristo ( NOUN NOUN_SINGULAR ) 
 cristologica ( ADJECTIVE ) 
 cristologiche ( ADJECTIVE ) 
 cristologici ( ADJECTIVE ) 
 cristologicissima ( ADJECTIVE ) 
 cristologicissime ( ADJECTIVE ) 
 cristologicissimi ( ADJECTIVE ) 
 cristologicissimo ( ADJECTIVE ) 
 cristologico ( ADJECTIVE ) 
 criteri ( NOUN NOUN_SINGULAR ) 
 criterio ( NOUN NOUN_SINGULAR ) 
 critica ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 criticabile ( ADJECTIVE ) 
 criticabili ( ADJECTIVE ) 
 criticabilissima ( ADJECTIVE ) 
 criticabilissime ( ADJECTIVE ) 
 criticabilissimi ( ADJECTIVE ) 
 criticabilissimo ( ADJECTIVE ) 
 criticai ( VERB ) 
 criticamente ( ADVERB ) 
 criticammo ( VERB ) 
 critican ( VERB ) 
 criticando ( NOUN NOUN_GERUND ) 
 criticandolo ( NOUN NOUN_GERUND ) 
 criticano ( VERB ) 
 criticante ( VERB_PRESENT_PARTICIPLE VERB ) 
 criticanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 criticar ( VERB_INFINITIVE VERB ) 
 criticare ( VERB_INFINITIVE VERB ) 
 criticarla ( VERB_INFINITIVE VERB ) 
 criticarli ( VERB_INFINITIVE VERB ) 
 criticarlo ( VERB_INFINITIVE VERB ) 
 criticarmi ( VERB_INFINITIVE VERB ) 
 criticarne ( VERB_INFINITIVE VERB ) 
 criticaron ( VERB ) 
 criticarono ( VERB ) 
 criticasse ( VERB ) 
 criticasser ( VERB ) 
 criticassero ( VERB ) 
 criticassi ( VERB ) 
 criticassimo ( VERB ) 
 criticaste ( VERB ) 
 criticasti ( VERB ) 
 criticata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 criticate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 criticatela ( VERB ) 
 criticatene ( VERB ) 
 criticati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 criticatissima ( ADJECTIVE ) 
 criticatissime ( ADJECTIVE ) 
 criticatissimi ( ADJECTIVE ) 
 criticatissimo ( ADJECTIVE ) 
 criticato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 criticava ( VERB ) 
 criticavamo ( VERB ) 
 criticavan ( VERB ) 
 criticavano ( VERB ) 
 criticavate ( VERB ) 
 criticavi ( VERB ) 
 criticavo ( VERB ) 
 critiche ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 critichera' ( VERB ) 
 criticherai ( VERB ) 
 criticheran ( VERB ) 
 criticheranno ( VERB ) 
 criticherebbe ( VERB ) 
 criticherebber ( VERB ) 
 criticherebbero ( VERB ) 
 criticherei ( VERB ) 
 criticheremmo ( VERB ) 
 criticheremo ( VERB ) 
 critichereste ( VERB ) 
 criticheresti ( VERB ) 
 criticherete ( VERB ) 
 critichero' ( VERB ) 
 criticherà ( VERB ) 
 criticherò ( VERB ) 
 critichi ( VERB ) 
 critichiamo ( VERB ) 
 critichiate ( VERB ) 
 critichin ( VERB ) 
 critichino ( VERB ) 
 critici ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 criticissima ( ADJECTIVE ) 
 criticissime ( ADJECTIVE ) 
 criticissimi ( ADJECTIVE ) 
 criticissimo ( ADJECTIVE ) 
 criticita' ( NOUN NOUN_SINGULAR ) 
 criticità ( NOUN NOUN_SINGULAR ) 
 critico ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 critico' ( VERB ) 
 criticò ( VERB ) 
 crittografia ( NOUN NOUN_SINGULAR ) 
 crittografie ( NOUN NOUN_SINGULAR ) 
 crivella ( VERB ) 
 crivellai ( VERB ) 
 crivellammo ( VERB ) 
 crivellan ( VERB ) 
 crivellando ( NOUN NOUN_GERUND ) 
 crivellano ( VERB ) 
 crivellante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crivellanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crivellar ( VERB_INFINITIVE VERB ) 
 crivellare ( VERB_INFINITIVE VERB ) 
 crivellarla ( VERB_INFINITIVE VERB ) 
 crivellaron ( VERB ) 
 crivellarono ( VERB ) 
 crivellasse ( VERB ) 
 crivellasser ( VERB ) 
 crivellassero ( VERB ) 
 crivellassi ( VERB ) 
 crivellassimo ( VERB ) 
 crivellaste ( VERB ) 
 crivellasti ( VERB ) 
 crivellata ( VERB_PAST_PARTICIPLE VERB ) 
 crivellate ( VERB_PAST_PARTICIPLE VERB ) 
 crivellati ( VERB_PAST_PARTICIPLE VERB ) 
 crivellato ( VERB_PAST_PARTICIPLE VERB ) 
 crivellava ( VERB ) 
 crivellavamo ( VERB ) 
 crivellavan ( VERB ) 
 crivellavano ( VERB ) 
 crivellavate ( VERB ) 
 crivellavi ( VERB ) 
 crivellavo ( VERB ) 
 crivellera' ( VERB ) 
 crivellerai ( VERB ) 
 crivelleran ( VERB ) 
 crivelleranno ( VERB ) 
 crivellerebbe ( VERB ) 
 crivellerebber ( VERB ) 
 crivellerebbero ( VERB ) 
 crivellerei ( VERB ) 
 crivelleremmo ( VERB ) 
 crivelleremo ( VERB ) 
 crivellereste ( VERB ) 
 crivelleresti ( VERB ) 
 crivellerete ( VERB ) 
 crivellero' ( VERB ) 
 crivellerà ( VERB ) 
 crivellerò ( VERB ) 
 crivelli ( VERB ) 
 crivelliamo ( VERB ) 
 crivelliate ( VERB ) 
 crivellin ( VERB ) 
 crivellino ( VERB ) 
 crivello ( VERB ) 
 crivello' ( VERB ) 
 crivellò ( VERB ) 
 croata ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croate ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croati ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croatissima ( ADJECTIVE ) 
 croatissime ( ADJECTIVE ) 
 croatissimi ( ADJECTIVE ) 
 croatissimo ( ADJECTIVE ) 
 croato ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croato-bosniaca ( ADJECTIVE ) 
 croato-bosniache ( ADJECTIVE ) 
 croato-bosniaci ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croato-bosniacissima ( ADJECTIVE ) 
 croato-bosniacissime ( ADJECTIVE ) 
 croato-bosniacissimi ( ADJECTIVE ) 
 croato-bosniacissimo ( ADJECTIVE ) 
 croato-bosniaco ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 croato-musulmana ( ADJECTIVE ) 
 croato-musulmane ( ADJECTIVE ) 
 croato-musulmani ( ADJECTIVE ) 
 croato-musulmanissima ( ADJECTIVE ) 
 croato-musulmanissime ( ADJECTIVE ) 
 croato-musulmanissimi ( ADJECTIVE ) 
 croato-musulmanissimo ( ADJECTIVE ) 
 croato-musulmano ( ADJECTIVE ) 
 croatobosniaca ( ADJECTIVE ) 
 croatobosniache ( ADJECTIVE ) 
 croatobosniaci ( ADJECTIVE ) 
 croatobosniacissima ( ADJECTIVE ) 
 croatobosniacissime ( ADJECTIVE ) 
 croatobosniacissimi ( ADJECTIVE ) 
 croatobosniacissimo ( ADJECTIVE ) 
 croatobosniaco ( ADJECTIVE ) 
 croccante ( ADJECTIVE ) 
 croccanti ( ADJECTIVE ) 
 croccantissima ( ADJECTIVE ) 
 croccantissime ( ADJECTIVE ) 
 croccantissimi ( ADJECTIVE ) 
 croccantissimo ( ADJECTIVE ) 
 crocchi ( NOUN VERB NOUN_SINGULAR ) 
 crocchia ( VERB ) 
 crocchiai ( VERB ) 
 crocchiammo ( VERB ) 
 crocchiamo ( VERB ) 
 crocchian ( VERB ) 
 crocchiando ( NOUN NOUN_GERUND ) 
 crocchiano ( VERB ) 
 crocchiante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocchianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocchiar ( VERB_INFINITIVE VERB ) 
 crocchiare ( VERB_INFINITIVE VERB ) 
 crocchiaron ( VERB ) 
 crocchiarono ( VERB ) 
 crocchiasse ( VERB ) 
 crocchiasser ( VERB ) 
 crocchiassero ( VERB ) 
 crocchiassi ( VERB ) 
 crocchiassimo ( VERB ) 
 crocchiaste ( VERB ) 
 crocchiasti ( VERB ) 
 crocchiata ( VERB_PAST_PARTICIPLE VERB ) 
 crocchiate ( VERB_PAST_PARTICIPLE VERB ) 
 crocchiati ( VERB_PAST_PARTICIPLE VERB ) 
 crocchiato ( VERB_PAST_PARTICIPLE VERB ) 
 crocchiava ( VERB ) 
 crocchiavamo ( VERB ) 
 crocchiavan ( VERB ) 
 crocchiavano ( VERB ) 
 crocchiavate ( VERB ) 
 crocchiavi ( VERB ) 
 crocchiavo ( VERB ) 
 crocchiera' ( VERB ) 
 crocchierai ( VERB ) 
 crocchieran ( VERB ) 
 crocchieranno ( VERB ) 
 crocchierebbe ( VERB ) 
 crocchierebber ( VERB ) 
 crocchierebbero ( VERB ) 
 crocchierei ( VERB ) 
 crocchieremmo ( VERB ) 
 crocchieremo ( VERB ) 
 crocchiereste ( VERB ) 
 crocchieresti ( VERB ) 
 crocchierete ( VERB ) 
 crocchiero' ( VERB ) 
 crocchierà ( VERB ) 
 crocchierò ( VERB ) 
 crocchin ( VERB ) 
 crocchino ( VERB ) 
 crocchio ( NOUN VERB NOUN_SINGULAR ) 
 crocchio' ( VERB ) 
 crocchiò ( VERB ) 
 croce ( NOUN NOUN_SINGULAR ) 
 crocefigga ( VERB ) 
 crocefiggano ( VERB ) 
 crocefigge ( VERB ) 
 crocefiggemmo ( VERB ) 
 crocefiggendo ( NOUN NOUN_GERUND ) 
 crocefiggente ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocefiggenti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocefiggera' ( VERB ) 
 crocefiggerai ( VERB ) 
 crocefiggeranno ( VERB ) 
 crocefiggere ( VERB_INFINITIVE VERB ) 
 crocefiggerebbe ( VERB ) 
 crocefiggerebbero ( VERB ) 
 crocefiggerei ( VERB ) 
 crocefiggeremmo ( VERB ) 
 crocefiggeremo ( VERB ) 
 crocefiggereste ( VERB ) 
 crocefiggeresti ( VERB ) 
 crocefiggerete ( VERB ) 
 crocefiggerà ( VERB ) 
 crocefiggesse ( VERB ) 
 crocefiggessero ( VERB ) 
 crocefiggessi ( VERB ) 
 crocefiggessimo ( VERB ) 
 crocefiggeste ( VERB ) 
 crocefiggesti ( VERB ) 
 crocefiggete ( VERB ) 
 crocefiggeva ( VERB ) 
 crocefiggevamo ( VERB ) 
 crocefiggevano ( VERB ) 
 crocefiggevate ( VERB ) 
 crocefiggevi ( VERB ) 
 crocefiggevo ( VERB ) 
 crocefiggi ( VERB ) 
 crocefiggiamo ( VERB ) 
 crocefiggiate ( VERB ) 
 crocefiggo ( VERB ) 
 crocefiggono ( VERB ) 
 crocefissa ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crocefisse ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crocefissero ( VERB ) 
 crocefissi ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 crocefissione ( NOUN NOUN_SINGULAR ) 
 crocefissioni ( NOUN NOUN_SINGULAR ) 
 crocefississima ( ADJECTIVE ) 
 crocefississime ( ADJECTIVE ) 
 crocefississimi ( ADJECTIVE ) 
 crocefississimo ( ADJECTIVE ) 
 crocefisso ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 crocerossina ( NOUN NOUN_SINGULAR ) 
 crocerossine ( NOUN NOUN_SINGULAR ) 
 crocetta ( NOUN NOUN_SINGULAR ) 
 crocette ( NOUN NOUN_SINGULAR ) 
 crocevia ( NOUN NOUN_SINGULAR ) 
 croci ( NOUN NOUN_SINGULAR ) 
 crociana ( ADJECTIVE ) 
 crociane ( ADJECTIVE ) 
 crociani ( ADJECTIVE ) 
 crocianissima ( ADJECTIVE ) 
 crocianissime ( ADJECTIVE ) 
 crocianissimi ( ADJECTIVE ) 
 crocianissimo ( ADJECTIVE ) 
 crociano ( ADJECTIVE ) 
 crociata ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 crociate ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 crociati ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 crociatissima ( ADJECTIVE ) 
 crociatissime ( ADJECTIVE ) 
 crociatissimi ( ADJECTIVE ) 
 crociatissimo ( ADJECTIVE ) 
 crociato ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 crocicchi ( NOUN NOUN_SINGULAR ) 
 crocicchio ( NOUN NOUN_SINGULAR ) 
 crocida ( VERB ) 
 crocidai ( VERB ) 
 crocidammo ( VERB ) 
 crocidan ( VERB ) 
 crocidando ( NOUN NOUN_GERUND ) 
 crocidano ( VERB ) 
 crocidante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocidanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocidar ( VERB_INFINITIVE VERB ) 
 crocidare ( VERB_INFINITIVE VERB ) 
 crocidaron ( VERB ) 
 crocidarono ( VERB ) 
 crocidasse ( VERB ) 
 crocidasser ( VERB ) 
 crocidassero ( VERB ) 
 crocidassi ( VERB ) 
 crocidassimo ( VERB ) 
 crocidaste ( VERB ) 
 crocidasti ( VERB ) 
 crocidata ( VERB_PAST_PARTICIPLE VERB ) 
 crocidate ( VERB_PAST_PARTICIPLE VERB ) 
 crocidati ( VERB_PAST_PARTICIPLE VERB ) 
 crocidato ( VERB_PAST_PARTICIPLE VERB ) 
 crocidava ( VERB ) 
 crocidavamo ( VERB ) 
 crocidavan ( VERB ) 
 crocidavano ( VERB ) 
 crocidavate ( VERB ) 
 crocidavi ( VERB ) 
 crocidavo ( VERB ) 
 crocidera' ( VERB ) 
 crociderai ( VERB ) 
 crocideran ( VERB ) 
 crocideranno ( VERB ) 
 crociderebbe ( VERB ) 
 crociderebber ( VERB ) 
 crociderebbero ( VERB ) 
 crociderei ( VERB ) 
 crocideremmo ( VERB ) 
 crocideremo ( VERB ) 
 crocidereste ( VERB ) 
 crocideresti ( VERB ) 
 crociderete ( VERB ) 
 crocidero' ( VERB ) 
 crociderà ( VERB ) 
 crociderò ( VERB ) 
 crocidi ( VERB ) 
 crocidiamo ( VERB ) 
 crocidiate ( VERB ) 
 crocidin ( VERB ) 
 crocidino ( VERB ) 
 crocido ( VERB ) 
 crocido' ( VERB ) 
 crocidò ( VERB ) 
 crociera ( NOUN NOUN_SINGULAR ) 
 crociere ( NOUN NOUN_SINGULAR ) 
 crocierista ( NOUN NOUN_SINGULAR ) 
 crocieristi ( NOUN NOUN_SINGULAR ) 
 crocieristica ( ADJECTIVE ) 
 crocieristiche ( ADJECTIVE ) 
 crocieristici ( ADJECTIVE ) 
 crocieristicissima ( ADJECTIVE ) 
 crocieristicissime ( ADJECTIVE ) 
 crocieristicissimi ( ADJECTIVE ) 
 crocieristicissimo ( ADJECTIVE ) 
 crocieristico ( ADJECTIVE ) 
 crocifigga ( VERB ) 
 crocifiggano ( VERB ) 
 crocifigge ( VERB ) 
 crocifiggemmo ( VERB ) 
 crocifiggendo ( NOUN NOUN_GERUND ) 
 crocifiggente ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocifiggenti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crocifiggera' ( VERB ) 
 crocifiggerai ( VERB ) 
 crocifiggeranno ( VERB ) 
 crocifiggere ( VERB_INFINITIVE VERB ) 
 crocifiggerebbe ( VERB ) 
 crocifiggerebbero ( VERB ) 
 crocifiggerei ( VERB ) 
 crocifiggeremmo ( VERB ) 
 crocifiggeremo ( VERB ) 
 crocifiggereste ( VERB ) 
 crocifiggeresti ( VERB ) 
 crocifiggerete ( VERB ) 
 crocifiggerà ( VERB ) 
 crocifiggesse ( VERB ) 
 crocifiggessero ( VERB ) 
 crocifiggessi ( VERB ) 
 crocifiggessimo ( VERB ) 
 crocifiggeste ( VERB ) 
 crocifiggesti ( VERB ) 
 crocifiggete ( VERB ) 
 crocifiggeva ( VERB ) 
 crocifiggevamo ( VERB ) 
 crocifiggevano ( VERB ) 
 crocifiggevate ( VERB ) 
 crocifiggevi ( VERB ) 
 crocifiggevo ( VERB ) 
 crocifiggi ( VERB ) 
 crocifiggiamo ( VERB ) 
 crocifiggiate ( VERB ) 
 crocifiggo ( VERB ) 
 crocifiggono ( VERB ) 
 crocifissa ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crocifisse ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crocifissero ( VERB ) 
 crocifissi ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 crocifissione ( NOUN NOUN_SINGULAR ) 
 crocifissioni ( NOUN NOUN_SINGULAR ) 
 crocifississima ( ADJECTIVE ) 
 crocifississime ( ADJECTIVE ) 
 crocifississimi ( ADJECTIVE ) 
 crocifississimo ( ADJECTIVE ) 
 crocifisso ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 crogiola ( VERB ) 
 crogiolai ( VERB ) 
 crogiolammo ( VERB ) 
 crogiolan ( VERB ) 
 crogiolando ( NOUN NOUN_GERUND ) 
 crogiolano ( VERB ) 
 crogiolante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crogiolanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crogiolar ( VERB_INFINITIVE VERB ) 
 crogiolare ( VERB_INFINITIVE VERB ) 
 crogiolaron ( VERB ) 
 crogiolarono ( VERB ) 
 crogiolarsi ( VERB_INFINITIVE VERB ) 
 crogiolasse ( VERB ) 
 crogiolasser ( VERB ) 
 crogiolassero ( VERB ) 
 crogiolassi ( VERB ) 
 crogiolassimo ( VERB ) 
 crogiolaste ( VERB ) 
 crogiolasti ( VERB ) 
 crogiolata ( VERB_PAST_PARTICIPLE VERB ) 
 crogiolate ( VERB_PAST_PARTICIPLE VERB ) 
 crogiolati ( VERB_PAST_PARTICIPLE VERB ) 
 crogiolato ( VERB_PAST_PARTICIPLE VERB ) 
 crogiolava ( VERB ) 
 crogiolavamo ( VERB ) 
 crogiolavan ( VERB ) 
 crogiolavano ( VERB ) 
 crogiolavate ( VERB ) 
 crogiolavi ( VERB ) 
 crogiolavo ( VERB ) 
 crogiolera' ( VERB ) 
 crogiolerai ( VERB ) 
 crogioleran ( VERB ) 
 crogioleranno ( VERB ) 
 crogiolerebbe ( VERB ) 
 crogiolerebber ( VERB ) 
 crogiolerebbero ( VERB ) 
 crogiolerei ( VERB ) 
 crogioleremmo ( VERB ) 
 crogioleremo ( VERB ) 
 crogiolereste ( VERB ) 
 crogioleresti ( VERB ) 
 crogiolerete ( VERB ) 
 crogiolero' ( VERB ) 
 crogiolerà ( VERB ) 
 crogiolerò ( VERB ) 
 crogioli ( NOUN VERB NOUN_SINGULAR ) 
 crogioliamo ( VERB ) 
 crogioliate ( VERB ) 
 crogiolin ( VERB ) 
 crogiolino ( VERB ) 
 crogiolo ( NOUN VERB NOUN_SINGULAR ) 
 crogiolo' ( VERB ) 
 crogiolò ( VERB ) 
 crogiuola ( VERB ) 
 crogiuolai ( VERB ) 
 crogiuolammo ( VERB ) 
 crogiuolan ( VERB ) 
 crogiuolando ( NOUN NOUN_GERUND ) 
 crogiuolano ( VERB ) 
 crogiuolante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crogiuolanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crogiuolar ( VERB_INFINITIVE VERB ) 
 crogiuolare ( VERB_INFINITIVE VERB ) 
 crogiuolaron ( VERB ) 
 crogiuolarono ( VERB ) 
 crogiuolasse ( VERB ) 
 crogiuolasser ( VERB ) 
 crogiuolassero ( VERB ) 
 crogiuolassi ( VERB ) 
 crogiuolassimo ( VERB ) 
 crogiuolaste ( VERB ) 
 crogiuolasti ( VERB ) 
 crogiuolata ( VERB_PAST_PARTICIPLE VERB ) 
 crogiuolate ( VERB_PAST_PARTICIPLE VERB ) 
 crogiuolati ( VERB_PAST_PARTICIPLE VERB ) 
 crogiuolato ( VERB_PAST_PARTICIPLE VERB ) 
 crogiuolava ( VERB ) 
 crogiuolavamo ( VERB ) 
 crogiuolavan ( VERB ) 
 crogiuolavano ( VERB ) 
 crogiuolavate ( VERB ) 
 crogiuolavi ( VERB ) 
 crogiuolavo ( VERB ) 
 crogiuolera' ( VERB ) 
 crogiuolerai ( VERB ) 
 crogiuoleran ( VERB ) 
 crogiuoleranno ( VERB ) 
 crogiuolerebbe ( VERB ) 
 crogiuolerebber ( VERB ) 
 crogiuolerebbero ( VERB ) 
 crogiuolerei ( VERB ) 
 crogiuoleremmo ( VERB ) 
 crogiuoleremo ( VERB ) 
 crogiuolereste ( VERB ) 
 crogiuoleresti ( VERB ) 
 crogiuolerete ( VERB ) 
 crogiuolero' ( VERB ) 
 crogiuolerà ( VERB ) 
 crogiuolerò ( VERB ) 
 crogiuoli ( NOUN VERB NOUN_SINGULAR ) 
 crogiuoliamo ( VERB ) 
 crogiuoliate ( VERB ) 
 crogiuolin ( VERB ) 
 crogiuolino ( VERB ) 
 crogiuolo ( NOUN VERB NOUN_SINGULAR ) 
 crogiuolo' ( VERB ) 
 crogiuolò ( VERB ) 
 crolla ( VERB ) 
 crollai ( VERB ) 
 crollammo ( VERB ) 
 crollan ( VERB ) 
 crollando ( NOUN NOUN_GERUND ) 
 crollano ( VERB ) 
 crollante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crollanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crollar ( VERB_INFINITIVE VERB ) 
 crollare ( VERB_INFINITIVE VERB ) 
 crollaron ( VERB ) 
 crollarono ( VERB ) 
 crollasse ( VERB ) 
 crollasser ( VERB ) 
 crollassero ( VERB ) 
 crollassi ( VERB ) 
 crollassimo ( VERB ) 
 crollaste ( VERB ) 
 crollasti ( VERB ) 
 crollata ( VERB_PAST_PARTICIPLE VERB ) 
 crollate ( VERB_PAST_PARTICIPLE VERB ) 
 crollati ( VERB_PAST_PARTICIPLE VERB ) 
 crollato ( VERB_PAST_PARTICIPLE VERB ) 
 crollava ( VERB ) 
 crollavamo ( VERB ) 
 crollavan ( VERB ) 
 crollavano ( VERB ) 
 crollavate ( VERB ) 
 crollavi ( VERB ) 
 crollavo ( VERB ) 
 crollera' ( VERB ) 
 crollerai ( VERB ) 
 crolleran ( VERB ) 
 crolleranno ( VERB ) 
 crollerebbe ( VERB ) 
 crollerebber ( VERB ) 
 crollerebbero ( VERB ) 
 crollerei ( VERB ) 
 crolleremmo ( VERB ) 
 crolleremo ( VERB ) 
 crollereste ( VERB ) 
 crolleresti ( VERB ) 
 crollerete ( VERB ) 
 crollero' ( VERB ) 
 crollerà ( VERB ) 
 crollerò ( VERB ) 
 crolli ( NOUN VERB NOUN_SINGULAR ) 
 crolliamo ( VERB ) 
 crolliate ( VERB ) 
 crollin ( VERB ) 
 crollino ( VERB ) 
 crollo ( NOUN VERB NOUN_SINGULAR ) 
 crollo' ( VERB ) 
 crollò ( VERB ) 
 croma ( VERB ) 
 cromai ( VERB ) 
 cromammo ( VERB ) 
 croman ( VERB ) 
 cromando ( NOUN NOUN_GERUND ) 
 cromano ( VERB ) 
 cromante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cromanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cromar ( VERB_INFINITIVE VERB ) 
 cromare ( VERB_INFINITIVE VERB ) 
 cromaron ( VERB ) 
 cromarono ( VERB ) 
 cromasse ( VERB ) 
 cromasser ( VERB ) 
 cromassero ( VERB ) 
 cromassi ( VERB ) 
 cromassimo ( VERB ) 
 cromaste ( VERB ) 
 cromasti ( VERB ) 
 cromata ( VERB_PAST_PARTICIPLE VERB ) 
 cromate ( VERB_PAST_PARTICIPLE VERB ) 
 cromati ( VERB_PAST_PARTICIPLE VERB ) 
 cromatica ( ADJECTIVE ) 
 cromatiche ( ADJECTIVE ) 
 cromatici ( ADJECTIVE ) 
 cromaticissima ( ADJECTIVE ) 
 cromaticissime ( ADJECTIVE ) 
 cromaticissimi ( ADJECTIVE ) 
 cromaticissimo ( ADJECTIVE ) 
 cromatico ( ADJECTIVE ) 
 cromatismi ( NOUN NOUN_SINGULAR ) 
 cromatismo ( NOUN NOUN_SINGULAR ) 
 cromato ( VERB_PAST_PARTICIPLE VERB ) 
 cromatura ( NOUN NOUN_SINGULAR ) 
 cromature ( NOUN NOUN_SINGULAR ) 
 cromava ( VERB ) 
 cromavamo ( VERB ) 
 cromavan ( VERB ) 
 cromavano ( VERB ) 
 cromavate ( VERB ) 
 cromavi ( VERB ) 
 cromavo ( VERB ) 
 cromera' ( VERB ) 
 cromerai ( VERB ) 
 cromeran ( VERB ) 
 cromeranno ( VERB ) 
 cromerebbe ( VERB ) 
 cromerebber ( VERB ) 
 cromerebbero ( VERB ) 
 cromerei ( VERB ) 
 cromeremmo ( VERB ) 
 cromeremo ( VERB ) 
 cromereste ( VERB ) 
 cromeresti ( VERB ) 
 cromerete ( VERB ) 
 cromero' ( VERB ) 
 cromerà ( VERB ) 
 cromerò ( VERB ) 
 cromi ( VERB ) 
 cromia ( NOUN NOUN_SINGULAR ) 
 cromiamo ( VERB ) 
 cromiate ( VERB ) 
 cromie ( NOUN NOUN_SINGULAR ) 
 cromin ( VERB ) 
 cromino ( VERB ) 
 cromo ( VERB ) 
 cromo' ( VERB ) 
 cromosa ( ADJECTIVE ) 
 cromose ( ADJECTIVE ) 
 cromosi ( ADJECTIVE ) 
 cromosissima ( ADJECTIVE ) 
 cromosissime ( ADJECTIVE ) 
 cromosissimi ( ADJECTIVE ) 
 cromosissimo ( ADJECTIVE ) 
 cromoso ( ADJECTIVE ) 
 cromosoma ( NOUN NOUN_SINGULAR ) 
 cromosomi ( NOUN NOUN_SINGULAR ) 
 cromosomica ( ADJECTIVE ) 
 cromosomiche ( ADJECTIVE ) 
 cromosomici ( ADJECTIVE ) 
 cromosomicissima ( ADJECTIVE ) 
 cromosomicissime ( ADJECTIVE ) 
 cromosomicissimi ( ADJECTIVE ) 
 cromosomicissimo ( ADJECTIVE ) 
 cromosomico ( ADJECTIVE ) 
 cromò ( VERB ) 
 cronaca ( NOUN NOUN_SINGULAR ) 
 cronache ( NOUN NOUN_SINGULAR ) 
 cronachistica ( ADJECTIVE ) 
 cronachistiche ( ADJECTIVE ) 
 cronachistici ( ADJECTIVE ) 
 cronachisticissima ( ADJECTIVE ) 
 cronachisticissime ( ADJECTIVE ) 
